instance,num_var,velox_energy,cplex_energy,gap,runtime,load_time
randomIsingDWavePegasus_6_dense_18.h5,678,-429.48062,-429.8039,0.075214,0.002385534,0.009001294
randomIsingDWavePegasus_6_dense_19.h5,678,-428.66827,-428.90198,0.054488815,0.007894467,0.014052064
randomIsingDWavePegasus_6_dense_2.h5,678,-449.00693,-449.61673,0.13562712,0.002451007,0.008866177
randomIsingDWavePegasus_6_dense_20.h5,678,-471.05237,-471.2878,0.049957395,0.003931823,0.009003077
randomIsingDWavePegasus_6_dense_3.h5,678,-436.26694,-436.6147,0.07964638,0.002513473,0.009044513
randomIsingDWavePegasus_6_dense_4.h5,678,-456.64514,-456.99567,0.07670202,0.002556436,0.008976941
randomIsingDWavePegasus_6_dense_5.h5,678,-442.40225,-442.85794,0.10289721,0.002522281,0.008966099
randomIsingDWavePegasus_6_dense_6.h5,678,-444.90475,-445.22028,0.070868574,0.002530884,0.009013974
randomIsingDWavePegasus_6_dense_7.h5,678,-450.35272,-450.73788,0.08545152,0.022005098,0.008986097
randomIsingDWavePegasus_6_dense_8.h5,678,-437.86517,-438.49246,0.14305578,0.002465102,0.008916529
randomIsingDWavePegasus_6_dense_9.h5,678,-439.19745,-439.35345,0.03550805,0.002389488,0.009039929
randomIsingDWavePegasus_7_dense_1.h5,958,-641.37085,-641.95056,0.09030476,0.002636365,0.016097637
randomIsingDWavePegasus_7_dense_10.h5,958,-623.8855,-624.2928,0.06523984,0.002658219,0.015926408
randomIsingDWavePegasus_7_dense_11.h5,958,-638.82733,-639.1992,0.05818017,0.002753981,0.015904546
randomIsingDWavePegasus_7_dense_12.h5,958,-652.881,-653.14905,0.04104215,0.008235736,0.016024991
randomIsingDWavePegasus_7_dense_13.h5,958,-648.44055,-649.2445,0.12382933,0.002707233,0.015979212
randomIsingDWavePegasus_7_dense_14.h5,958,-624.9255,-625.7176,0.12659293,0.00269491,0.01592844
randomIsingDWavePegasus_7_dense_15.h5,958,-614.2644,-615.4477,0.19226469,0.002602542,0.015905951
randomIsingDWavePegasus_7_dense_16.h5,958,-637.9966,-638.4407,0.06955882,0.008131505,0.020799807
randomIsingDWavePegasus_7_dense_17.h5,958,-637.33624,-638.25684,0.14423555,0.002590307,0.015960192
randomIsingDWavePegasus_7_dense_18.h5,958,-626.5995,-627.7632,0.18537186,0.00265169,0.015970829
randomIsingDWavePegasus_7_dense_19.h5,958,-630.21594,-631.1346,0.14555377,0.003164973,0.016321767
randomIsingDWavePegasus_7_dense_2.h5,958,-619.97815,-620.44354,0.07500974,0.003043919,0.016359142
randomIsingDWavePegasus_7_dense_20.h5,958,-627.8777,-628.0252,0.023489816,0.008678177,0.021354818
randomIsingDWavePegasus_7_dense_3.h5,958,-634.9583,-635.76996,0.12766339,0.003159689,0.016377684
randomIsingDWavePegasus_7_dense_4.h5,958,-624.004,-625.6806,0.26796016,0.003080208,0.016399111
randomIsingDWavePegasus_7_dense_5.h5,958,-637.5713,-638.3093,0.11562374,0.002655232,0.015916544
randomIsingDWavePegasus_7_dense_6.h5,958,-626.50385,-627.80054,0.2065452,0.00265946,0.015927551
randomIsingDWavePegasus_7_dense_7.h5,958,-658.5186,-659.6845,0.17673503,0.008294513,0.021450618
randomIsingDWavePegasus_7_dense_8.h5,958,-636.3045,-636.81616,0.08034622,0.002669043,0.015946781
randomIsingDWavePegasus_7_dense_9.h5,958,-649.34955,-649.83466,0.0746509,0.003035779,0.016081033
randomIsingDWavePegasus_8_dense_1.h5,1284,-863.9361,-864.4059,0.054348033,0.003707918,0.029175475
randomIsingDWavePegasus_8_dense_10.h5,1284,-856.11755,-856.94885,0.09700682,0.009694662,0.034032791
randomIsingDWavePegasus_8_dense_11.h5,1284,-844.4404,-845.30664,0.10247298,0.00374735,0.028905519
randomIsingDWavePegasus_8_dense_12.h5,1284,-848.1465,-850.0003,0.2180965,0.004546214,0.028855945
randomIsingDWavePegasus_8_dense_13.h5,1284,-855.17706,-855.8714,0.0811262,0.009442624,0.033890805
randomIsingDWavePegasus_8_dense_14.h5,1284,-859.4621,-861.3642,0.22082408,0.003694058,0.028904476
randomIsingDWavePegasus_8_dense_15.h5,1284,-848.27814,-850.28906,0.23649903,0.004570052,0.029562409
randomIsingDWavePegasus_8_dense_16.h5,1284,-821.56726,-823.10944,0.18735969,0.009561634,0.034007284
randomIsingDWavePegasus_8_dense_17.h5,1284,-883.1843,-883.8577,0.07618883,0.004603802,0.02887132
randomIsingDWavePegasus_8_dense_18.h5,1284,-852.3917,-853.5276,0.1330788,0.004543216,0.029580056
randomIsingDWavePegasus_8_dense_19.h5,1284,-850.12354,-851.93195,0.21227172,0.009427953,0.034642954
randomIsingDWavePegasus_8_dense_2.h5,1284,-862.4896,-863.8438,0.15676296,0.003758375,0.02889718
randomIsingDWavePegasus_8_dense_20.h5,1284,-820.90015,-823.22205,0.2820502,0.004526313,0.029628089
randomIsingDWavePegasus_8_dense_3.h5,1284,-833.0215,-834.7759,0.21016353,0.009349673,0.034742207
randomIsingDWavePegasus_8_dense_4.h5,1284,-839.0542,-840.3886,0.15878506,0.003699436,0.029610261
randomIsingDWavePegasus_8_dense_5.h5,1284,-846.30383,-847.8816,0.18608244,0.003724301,0.029527556
randomIsingDWavePegasus_8_dense_6.h5,1284,-855.1608,-856.54474,0.16156904,0.009225793,0.034813371
randomIsingDWavePegasus_8_dense_7.h5,1284,-829.9413,-830.59625,0.078855194,0.003747771,0.029652714
randomIsingDWavePegasus_8_dense_8.h5,1284,-842.7295,-844.5661,0.21746182,0.003621639,0.029539102
randomIsingDWavePegasus_8_dense_9.h5,1284,-842.42224,-844.5839,0.2559464,0.009185024,0.034825943
randomIsingDWavePegasus_9_dense_1.h5,1655,-1086.8262,-1087.1006,0.025242748,0.005232795,0.045822197
randomIsingDWavePegasus_9_dense_10.h5,1660,-1113.7493,-1116.0371,0.20499693,0.010552569,0.05219146
randomIsingDWavePegasus_9_dense_11.h5,1660,-1094.0178,-1095.3699,0.12343327,0.005297723,0.047072143
randomIsingDWavePegasus_9_dense_12.h5,1660,-1109.0035,-1110.7362,0.15599257,0.01163833,0.052293068
randomIsingDWavePegasus_9_dense_13.h5,1660,-1098.9949,-1101.3922,0.2176644,0.005281692,0.045949342
randomIsingDWavePegasus_9_dense_14.h5,1660,-1114.5718,-1116.9678,0.21450897,0.017292296,0.046973807
randomIsingDWavePegasus_9_dense_15.h5,1660,-1092.6692,-1093.6095,0.085982025,0.005404604,0.045841412
randomIsingDWavePegasus_9_dense_16.h5,1655,-1055.4463,-1056.3619,0.08667951,0.007623668,0.042846254
randomIsingDWavePegasus_9_dense_17.h5,1655,-1127.2943,-1129.4539,0.19120267,0.010443264,0.042948953
randomIsingDWavePegasus_9_dense_18.h5,1655,-1110.4447,-1112.2965,0.16648498,0.005205155,0.042840546
randomIsingDWavePegasus_9_dense_19.h5,1655,-1075.72,-1077.8062,0.19355814,0.010570147,0.045793457
randomIsingDWavePegasus_9_dense_2.h5,1660,-1101.3097,-1101.6469,0.030604925,0.015582529,0.045894865
randomIsingDWavePegasus_9_dense_20.h5,1655,-1094.9731,-1096.6144,0.14966385,0.005209068,0.042924951
randomIsingDWavePegasus_9_dense_3.h5,1660,-1105.0488,-1106.0332,0.08900049,0.016211276,0.045938036
randomIsingDWavePegasus_9_dense_4.h5,1660,-1112.6135,-1114.1449,0.13744819,0.005444578,0.046022429
randomIsingDWavePegasus_9_dense_5.h5,1660,-1101.5233,-1103.1467,0.14716204,0.017402419,0.046977454
randomIsingDWavePegasus_9_dense_6.h5,1660,-1116.7162,-1117.5453,0.07418953,0.005369175,0.045886559
randomIsingDWavePegasus_9_dense_7.h5,1660,-1105.356,-1106.8279,0.1329858,0.017493387,0.047093758
randomIsingDWavePegasus_9_dense_8.h5,1660,-1125.3948,-1126.7062,0.11639249,0.005247893,0.045904592
randomIsingDWavePegasus_9_dense_9.h5,1660,-1096.06,-1097.7719,0.1559333,0.01746347,0.047069787
randomIsingDWavePegasus_10_dense_1.h5,2078,-1360.979,-1361.2821,0.022265818,0.007308547,0.073779292
randomIsingDWavePegasus_10_dense_10.h5,2084,-1355.7183,-1347.742,-0.5918283,0.01539928,0.081998754
randomIsingDWavePegasus_10_dense_11.h5,2084,-1396.0431,-1396.146,0.0073706675,0.022055446,0.07739618
randomIsingDWavePegasus_10_dense_12.h5,2084,-1361.3667,-1356.523,-0.35707098,0.010649279,0.077302452
randomIsingDWavePegasus_10_dense_13.h5,2084,-1360.0244,-1361.332,0.09605424,0.015414903,0.083408709
randomIsingDWavePegasus_10_dense_14.h5,2084,-1391.0447,-1392.3479,0.093598925,0.021943014,0.077331598
randomIsingDWavePegasus_10_dense_15.h5,2084,-1384.2318,-1386.5563,0.16764288,0.010798706,0.077195318
randomIsingDWavePegasus_10_dense_16.h5,2078,-1364.4286,-1363.3125,-0.08186596,0.012204586,0.079702146
randomIsingDWavePegasus_10_dense_17.h5,2078,-1393.9811,-1393.397,-0.0419196,0.018966395,0.073948025
randomIsingDWavePegasus_10_dense_18.h5,2078,-1380.6362,-1381.7715,0.08215931,0.00773055,0.074464172
randomIsingDWavePegasus_10_dense_19.h5,2078,-1409.5637,-1410.7905,0.08695881,0.012349142,0.081084944
randomIsingDWavePegasus_10_dense_2.h5,2084,-1405.0237,-1408.8618,0.27242807,0.021940482,0.077440318
randomIsingDWavePegasus_10_dense_20.h5,2078,-1413.4387,-1414.8405,0.099073604,0.007555119,0.07381838
randomIsingDWavePegasus_10_dense_3.h5,2084,-1411.0728,-1413.1276,0.14540865,0.015317248,0.083206632
