instance,num_var,velox_energy,cplex_energy,gap,runtime,load_time
randomQuboDWaveClique_L=120_dense_4.h5,120,-242.28346,-242.28346,0.0,0.003258179,0.000589824
randomQuboDWaveClique_L=120_dense_5.h5,120,-244.1225,-244.1225,0.0,0.003240641,0.000589711
randomQuboDWaveClique_L=120_dense_6.h5,120,-232.27557,-232.33212,0.024339756,0.003247408,0.000574671
randomQuboDWaveClique_L=120_dense_7.h5,120,-232.6062,-232.6062,0.0,0.003226011,0.000584317
randomQuboDWaveClique_L=120_dense_8.h5,120,-232.02559,-232.02559,0.0,0.003453795,0.000569417
randomQuboDWaveClique_L=120_dense_9.h5,120,-244.85916,-244.85915,-6.2316603e-6,0.003230229,0.000560393
randomQuboDWaveClique_L=140_dense_1.h5,140,-279.68997,-279.68997,0.0,0.003438545,0.000664005
randomQuboDWaveClique_L=140_dense_10.h5,140,-274.72107,-274.72104,-1.110857e-5,0.003304381,0.000652268
randomQuboDWaveClique_L=140_dense_11.h5,140,-300.2552,-300.2552,0.0,0.00330215,0.00065047
randomQuboDWaveClique_L=140_dense_12.h5,140,-291.09634,-291.09637,1.0483668e-5,0.003662205,0.000639728
randomQuboDWaveClique_L=140_dense_13.h5,140,-308.5952,-308.59518,-9.889194e-6,0.003543259,0.000661576
randomQuboDWaveClique_L=140_dense_14.h5,140,-292.4485,-292.4485,0.0,0.003366925,0.000640453
randomQuboDWaveClique_L=140_dense_15.h5,140,-265.77878,-265.77878,0.0,0.008704199,0.000645812
randomQuboDWaveClique_L=140_dense_16.h5,140,-285.31125,-284.92145,-0.13680999,0.003160113,0.000615888
randomQuboDWaveClique_L=140_dense_17.h5,140,-253.49535,-254.0925,0.2350139,0.003315427,0.000601782
randomQuboDWaveClique_L=140_dense_18.h5,140,-304.29562,-304.29565,1.00289235e-5,0.003129123,0.000608421
randomQuboDWaveClique_L=140_dense_19.h5,140,-265.68823,-265.68823,0.0,0.003297591,0.000618385
randomQuboDWaveClique_L=140_dense_2.h5,140,-304.66315,-304.66318,1.0016825e-5,0.003301224,0.000614303
randomQuboDWaveClique_L=140_dense_20.h5,140,-286.76825,-286.76825,0.0,0.003317577,0.000598221
randomQuboDWaveClique_L=140_dense_3.h5,140,-313.21243,-313.21243,0.0,0.003286566,0.000592265
randomQuboDWaveClique_L=140_dense_4.h5,140,-305.98068,-305.98068,0.0,0.003298973,0.000593308
randomQuboDWaveClique_L=140_dense_5.h5,140,-284.6076,-284.7274,0.042068835,0.003165567,0.000595581
randomQuboDWaveClique_L=140_dense_6.h5,140,-269.77625,-269.77625,0.0,0.003306347,0.000600456
randomQuboDWaveClique_L=140_dense_7.h5,140,-275.8867,-276.38425,0.18002422,0.003171798,0.000597298
randomQuboDWaveClique_L=140_dense_8.h5,140,-287.6938,-287.8801,0.06471785,0.003281364,0.000610768
randomQuboDWaveClique_L=140_dense_9.h5,140,-286.52704,-286.52704,0.0,0.003307789,0.000602524
randomQuboDWaveClique_L=160_dense_1.h5,160,-398.3316,-398.33163,7.66135e-6,0.003423032,0.000650424
randomQuboDWaveClique_L=160_dense_10.h5,160,-369.26056,-369.26053,-8.264512e-6,0.003385039,0.000666097
randomQuboDWaveClique_L=160_dense_11.h5,160,-378.2954,-378.2954,0.0,0.003485714,0.000654973
randomQuboDWaveClique_L=160_dense_12.h5,160,-363.98898,-363.989,8.384203e-6,0.003680486,0.000685256
randomQuboDWaveClique_L=160_dense_13.h5,160,-327.36996,-327.36996,0.0,0.003379972,0.000671563
randomQuboDWaveClique_L=160_dense_14.h5,160,-361.0572,-361.04712,-0.0027893316,0.003349264,0.000677946
randomQuboDWaveClique_L=160_dense_15.h5,160,-350.14294,-350.15445,0.0032857293,0.00346676,0.000679239
randomQuboDWaveClique_L=160_dense_16.h5,160,-341.01495,-341.01495,0.0,0.00347416,0.000694029
