topology,regime,solver,graph_size,num_var,gap_mean,gap_std,runtime_mean,runtime_std
zephyr,small,Custom VeloxQ,6.0,1222.0,0.013838311524842795,0.01214148885119614,0.01615706164,0.030781038137562368
zephyr,small,Custom VeloxQ,7.0,1641.0,0.01941051396216086,0.014850067877022196,0.01597122385,0.009570047186370854
zephyr,small,Custom VeloxQ,8.0,2116.0,0.027342612930218276,0.013370992285622045,0.024949777575000002,0.04358258063077579
zephyr,small,Custom VeloxQ,9.0,2649.0,0.034422317476752354,0.015723773571573733,0.033601801215,0.05882151955292969
zephyr,small,Custom VeloxQ,10.0,3225.0,0.03644766106448425,0.014296910883961829,0.036446637005,0.03186543843293759
zephyr,small,Custom VeloxQ,11.0,3870.0,0.044997590581001584,0.017682767093352758,0.03954263374,0.015977843692792093
zephyr,small,Custom VeloxQ,12.0,4580.0,0.0439353678850159,0.014908926832161877,0.052842848585000005,0.03501712954862237
zephyr,small,D-Wave Adv2 1.12,1.0,48.0,8.061365068141089e-07,2.9172931013661023e-06,0.25088,4.381780460154661e-07
zephyr,small,D-Wave Adv2 1.12,2.0,159.0,0.0011433820442902196,0.005115859584275512,0.25684184,0.0015803517749372576
zephyr,small,D-Wave Adv2 1.12,3.0,331.0,0.007153367324128769,0.011789642458695819,0.261845296,0.0009870060748194565
zephyr,small,D-Wave Adv2 1.12,4.0,566.0,0.01416273382220728,0.02958084993956215,0.27460618800000003,0.002261789900954318
zephyr,small,D-Wave Adv2 1.12,5.0,865.0,0.012284560010965818,0.013403549157376682,0.286261576,0.0012581117512677105
zephyr,small,D-Wave Adv2 1.12,6.0,1222.0,0.030180435702880336,0.02661521005667382,0.290956124,0.000537446446413145
zephyr,small,D-Wave Adv2 1.12,7.0,1641.0,0.033112280163543,0.02050896710337063,0.29206286800000003,0.0007400823425140273
zephyr,small,D-Wave Adv2 1.12,8.0,2116.0,0.053258390147587445,0.030527576903224884,0.29657586,3.5514266962563573e-06
zephyr,small,D-Wave Adv2 1.12,9.0,2649.0,0.04921727970220195,0.02050712951754107,0.300180932,0.0014395167582783553
zephyr,small,D-Wave Adv2 1.12,10.0,3225.0,0.047823593444474254,0.010965071735753111,0.29957965200000003,0.000880267570909996
zephyr,small,D-Wave Adv2 1.12,11.0,3870.0,0.05030448065786158,0.015991445667903063,0.29921912285714286,3.543295789941873e-06
zephyr,small,D-Wave Adv2 1.12,12.0,4580.0,0.06063013708238957,0.011237262906086808,0.29924056,4.0929207175466995e-06
zephyr,ultralarge,AutoTune VeloxQ,250.0,2004000.0,,,139.051431574,0.0
zephyr,ultralarge,AutoTune VeloxQ,500.0,8008000.0,,,638.322905556,0.0
zephyr,ultralarge,AutoTune VeloxQ,750.0,18012000.0,,,1268.095405897,0.0
zephyr,ultralarge,AutoTune VeloxQ,1000.0,32016000.0,,,1550.27553275,0.0
zephyr,ultralarge,AutoTune VeloxQ,1250.0,50020000.0,,,4537.298494511,0.0
zephyr,ultralarge,AutoTune VeloxQ,1500.0,72024000.0,,,6773.82767223,0.0
zephyr,ultralarge,AutoTune VeloxQ,1750.0,98028000.0,,,15914.818497525,0.0
zephyr,ultralarge,Custom VeloxQ,250.0,2004000.0,,,2.503982225,0.0
zephyr,ultralarge,Custom VeloxQ,500.0,8008000.0,,,9.809130707,0.0
zephyr,ultralarge,Custom VeloxQ,750.0,18012000.0,,,22.563702305,0.0
zephyr,ultralarge,Custom VeloxQ,1000.0,32016000.0,,,41.661286779,0.0
zephyr,ultralarge,Custom VeloxQ,1250.0,50020000.0,,,76.080585182,0.0
zephyr,ultralarge,Custom VeloxQ,1500.0,72024000.0,,,120.292985537,0.0
zephyr,ultralarge,Custom VeloxQ,1750.0,98028000.0,,,175.724994692,0.0
