instance,num_var,density,velox_energy,gap,runtime_velox
tile_planting_2D_L_10_p1_0.0_p2_0.2_p3_0.0_inst_10_sparse.h5,100,0.04,-122.0,0.0,0.882348387
tile_planting_2D_L_10_p1_0.0_p2_0.2_p3_0.0_inst_1_sparse.h5,100,0.04,-138.0,0.0,0.039206615
tile_planting_2D_L_10_p1_0.0_p2_0.2_p3_0.0_inst_2_sparse.h5,100,0.04,-124.0,0.0,0.037789325
tile_planting_2D_L_10_p1_0.0_p2_0.2_p3_0.0_inst_3_sparse.h5,100,0.04,-120.0,0.0,0.03478196
tile_planting_2D_L_10_p1_0.0_p2_0.2_p3_0.0_inst_4_sparse.h5,100,0.04,-136.0,0.0,0.036060798
tile_planting_2D_L_10_p1_0.0_p2_0.2_p3_0.0_inst_5_sparse.h5,100,0.04,-130.0,0.0,0.05629196
tile_planting_2D_L_10_p1_0.0_p2_0.2_p3_0.0_inst_6_sparse.h5,100,0.04,-116.0,0.0,0.035883803
tile_planting_2D_L_10_p1_0.0_p2_0.2_p3_0.0_inst_7_sparse.h5,100,0.04,-124.0,0.0,0.037129381
tile_planting_2D_L_10_p1_0.0_p2_0.2_p3_0.0_inst_8_sparse.h5,100,0.04,-122.0,0.0,0.056730672
tile_planting_2D_L_10_p1_0.0_p2_0.2_p3_0.0_inst_9_sparse.h5,100,0.04,-124.0,0.0,0.036612367
tile_planting_2D_L_10_p1_0.0_p2_0.8_p3_0.0_inst_10_sparse.h5,100,0.04,-182.0,0.0,0.036637435
tile_planting_2D_L_10_p1_0.0_p2_0.8_p3_0.0_inst_1_sparse.h5,100,0.04,-172.0,0.0,0.055914472
tile_planting_2D_L_10_p1_0.0_p2_0.8_p3_0.0_inst_2_sparse.h5,100,0.04,-184.0,0.0,0.036314931
tile_planting_2D_L_10_p1_0.0_p2_0.8_p3_0.0_inst_3_sparse.h5,100,0.04,-184.0,0.0,0.03838437
tile_planting_2D_L_10_p1_0.0_p2_0.8_p3_0.0_inst_4_sparse.h5,100,0.04,-170.0,0.0,0.035062973
tile_planting_2D_L_10_p1_0.0_p2_0.8_p3_0.0_inst_5_sparse.h5,100,0.04,-176.0,0.0,0.036604402
tile_planting_2D_L_10_p1_0.0_p2_0.8_p3_0.0_inst_6_sparse.h5,100,0.04,-188.0,0.0,0.037716366
tile_planting_2D_L_10_p1_0.0_p2_0.8_p3_0.0_inst_7_sparse.h5,100,0.04,-174.0,0.0,0.059214986
tile_planting_2D_L_10_p1_0.0_p2_0.8_p3_0.0_inst_8_sparse.h5,100,0.04,-184.0,0.0,0.03794069
tile_planting_2D_L_10_p1_0.0_p2_0.8_p3_0.0_inst_9_sparse.h5,100,0.04,-184.0,0.0,0.036579287
