instance,num_var,density,velox_energy,gap,runtime_velox
tile_planting_2D_L_10_p1_0.0_p2_0.0_p3_0.0_inst_10_sparse.h5,100,0.04,-100.0,0.0,0.013147424
tile_planting_2D_L_10_p1_0.0_p2_0.0_p3_0.0_inst_1_sparse.h5,100,0.04,-100.0,0.0,0.01322862
tile_planting_2D_L_10_p1_0.0_p2_0.0_p3_0.0_inst_2_sparse.h5,100,0.04,-100.0,0.0,0.013271364
tile_planting_2D_L_10_p1_0.0_p2_0.0_p3_0.0_inst_3_sparse.h5,100,0.04,-100.0,0.0,0.013171097
tile_planting_2D_L_10_p1_0.0_p2_0.0_p3_0.0_inst_4_sparse.h5,100,0.04,-100.0,0.0,0.013605184
tile_planting_2D_L_10_p1_0.0_p2_0.0_p3_0.0_inst_5_sparse.h5,100,0.04,-100.0,0.0,0.013298972
tile_planting_2D_L_10_p1_0.0_p2_0.0_p3_0.0_inst_6_sparse.h5,100,0.04,-100.0,0.0,0.013401477
tile_planting_2D_L_10_p1_0.0_p2_0.0_p3_0.0_inst_7_sparse.h5,100,0.04,-100.0,0.0,0.019956891
tile_planting_2D_L_10_p1_0.0_p2_0.0_p3_0.0_inst_8_sparse.h5,100,0.04,-100.0,0.0,0.013516993
tile_planting_2D_L_10_p1_0.0_p2_0.0_p3_0.0_inst_9_sparse.h5,100,0.04,-100.0,0.0,0.013709532
tile_planting_2D_L_10_p1_0.0_p2_0.1_p3_0.0_inst_10_sparse.h5,100,0.04,-108.0,0.0,0.014778935
tile_planting_2D_L_10_p1_0.0_p2_0.1_p3_0.0_inst_1_sparse.h5,100,0.04,-114.0,0.0,0.01407982
tile_planting_2D_L_10_p1_0.0_p2_0.1_p3_0.0_inst_2_sparse.h5,100,0.04,-108.0,0.0,0.013778022
tile_planting_2D_L_10_p1_0.0_p2_0.1_p3_0.0_inst_3_sparse.h5,100,0.04,-110.0,0.0,0.064373305
tile_planting_2D_L_10_p1_0.0_p2_0.1_p3_0.0_inst_4_sparse.h5,100,0.04,-116.0,0.0,0.012899913
tile_planting_2D_L_10_p1_0.0_p2_0.1_p3_0.0_inst_5_sparse.h5,100,0.04,-112.0,0.0,0.012525573
tile_planting_2D_L_10_p1_0.0_p2_0.1_p3_0.0_inst_6_sparse.h5,100,0.04,-124.0,0.0,0.012695955
tile_planting_2D_L_10_p1_0.0_p2_0.1_p3_0.0_inst_7_sparse.h5,100,0.04,-102.0,0.0,0.013289764
tile_planting_2D_L_10_p1_0.0_p2_0.1_p3_0.0_inst_8_sparse.h5,100,0.04,-112.0,0.0,0.013276421
tile_planting_2D_L_10_p1_0.0_p2_0.1_p3_0.0_inst_9_sparse.h5,100,0.04,-112.0,0.0,0.013112203
tile_planting_2D_L_10_p1_0.0_p2_0.2_p3_0.0_inst_10_sparse.h5,100,0.04,-122.0,0.0,0.01175565
tile_planting_2D_L_10_p1_0.0_p2_0.2_p3_0.0_inst_1_sparse.h5,100,0.04,-138.0,0.0,0.012909955
tile_planting_2D_L_10_p1_0.0_p2_0.2_p3_0.0_inst_2_sparse.h5,100,0.04,-124.0,0.0,0.012597739
tile_planting_2D_L_10_p1_0.0_p2_0.2_p3_0.0_inst_3_sparse.h5,100,0.04,-120.0,0.0,0.012761396
tile_planting_2D_L_10_p1_0.0_p2_0.2_p3_0.0_inst_4_sparse.h5,100,0.04,-136.0,0.0,0.01293341
tile_planting_2D_L_10_p1_0.0_p2_0.2_p3_0.0_inst_5_sparse.h5,100,0.04,-130.0,0.0,0.013827806
tile_planting_2D_L_10_p1_0.0_p2_0.2_p3_0.0_inst_6_sparse.h5,100,0.04,-116.0,0.0,0.011636495
tile_planting_2D_L_10_p1_0.0_p2_0.2_p3_0.0_inst_7_sparse.h5,100,0.04,-124.0,0.0,0.01255166
tile_planting_2D_L_10_p1_0.0_p2_0.2_p3_0.0_inst_8_sparse.h5,100,0.04,-122.0,0.0,0.012602445
tile_planting_2D_L_10_p1_0.0_p2_0.2_p3_0.0_inst_9_sparse.h5,100,0.04,-124.0,0.0,0.012876492
tile_planting_2D_L_10_p1_0.0_p2_0.3_p3_0.0_inst_10_sparse.h5,100,0.04,-126.0,0.0,0.012932259
tile_planting_2D_L_10_p1_0.0_p2_0.3_p3_0.0_inst_1_sparse.h5,100,0.04,-120.0,0.0,0.012868495
tile_planting_2D_L_10_p1_0.0_p2_0.3_p3_0.0_inst_2_sparse.h5,100,0.04,-138.0,0.0,0.014792235
tile_planting_2D_L_10_p1_0.0_p2_0.3_p3_0.0_inst_3_sparse.h5,100,0.04,-134.0,0.0,0.011715993
tile_planting_2D_L_10_p1_0.0_p2_0.3_p3_0.0_inst_4_sparse.h5,100,0.04,-132.0,0.0,0.012581954
tile_planting_2D_L_10_p1_0.0_p2_0.3_p3_0.0_inst_5_sparse.h5,100,0.04,-124.0,0.0,0.012492695
tile_planting_2D_L_10_p1_0.0_p2_0.3_p3_0.0_inst_6_sparse.h5,100,0.04,-140.0,0.0,0.012581477
tile_planting_2D_L_10_p1_0.0_p2_0.3_p3_0.0_inst_7_sparse.h5,100,0.04,-124.0,0.0,0.012587852
tile_planting_2D_L_10_p1_0.0_p2_0.3_p3_0.0_inst_8_sparse.h5,100,0.04,-136.0,0.0,0.015551028
tile_planting_2D_L_10_p1_0.0_p2_0.3_p3_0.0_inst_9_sparse.h5,100,0.04,-130.0,0.0,0.028855117
tile_planting_2D_L_10_p1_0.0_p2_0.4_p3_0.0_inst_10_sparse.h5,100,0.04,-154.0,0.0,0.012638992
tile_planting_2D_L_10_p1_0.0_p2_0.4_p3_0.0_inst_1_sparse.h5,100,0.04,-148.0,0.0,0.012563116
tile_planting_2D_L_10_p1_0.0_p2_0.4_p3_0.0_inst_2_sparse.h5,100,0.04,-136.0,0.0,0.012480165
tile_planting_2D_L_10_p1_0.0_p2_0.4_p3_0.0_inst_3_sparse.h5,100,0.04,-142.0,0.0,0.012671164
tile_planting_2D_L_10_p1_0.0_p2_0.4_p3_0.0_inst_4_sparse.h5,100,0.04,-130.0,0.0,0.012419208
tile_planting_2D_L_10_p1_0.0_p2_0.4_p3_0.0_inst_5_sparse.h5,100,0.04,-144.0,0.0,0.012640075
tile_planting_2D_L_10_p1_0.0_p2_0.4_p3_0.0_inst_6_sparse.h5,100,0.04,-148.0,0.0,0.011372626
tile_planting_2D_L_10_p1_0.0_p2_0.4_p3_0.0_inst_7_sparse.h5,100,0.04,-142.0,0.0,0.01248206
tile_planting_2D_L_10_p1_0.0_p2_0.4_p3_0.0_inst_8_sparse.h5,100,0.04,-140.0,0.0,0.012649005
tile_planting_2D_L_10_p1_0.0_p2_0.4_p3_0.0_inst_9_sparse.h5,100,0.04,-140.0,0.0,0.012552976
tile_planting_2D_L_10_p1_0.0_p2_0.5_p3_0.0_inst_10_sparse.h5,100,0.04,-146.0,0.0,0.012579061
tile_planting_2D_L_10_p1_0.0_p2_0.5_p3_0.0_inst_1_sparse.h5,100,0.04,-150.0,0.0,0.016587621
tile_planting_2D_L_10_p1_0.0_p2_0.5_p3_0.0_inst_2_sparse.h5,100,0.04,-148.0,0.0,0.02822508
tile_planting_2D_L_10_p1_0.0_p2_0.5_p3_0.0_inst_3_sparse.h5,100,0.04,-156.0,0.0,0.012943264
tile_planting_2D_L_10_p1_0.0_p2_0.5_p3_0.0_inst_4_sparse.h5,100,0.04,-156.0,0.0,0.012547358
tile_planting_2D_L_10_p1_0.0_p2_0.5_p3_0.0_inst_5_sparse.h5,100,0.04,-132.0,0.0,0.012681056
tile_planting_2D_L_10_p1_0.0_p2_0.5_p3_0.0_inst_6_sparse.h5,100,0.04,-146.0,0.0,0.012665094
tile_planting_2D_L_10_p1_0.0_p2_0.5_p3_0.0_inst_7_sparse.h5,100,0.04,-144.0,0.0,0.012818426
tile_planting_2D_L_10_p1_0.0_p2_0.5_p3_0.0_inst_8_sparse.h5,100,0.04,-150.0,0.0,0.027976505
tile_planting_2D_L_10_p1_0.0_p2_0.5_p3_0.0_inst_9_sparse.h5,100,0.04,-158.0,0.0,0.012752425
tile_planting_2D_L_10_p1_0.0_p2_0.6_p3_0.0_inst_10_sparse.h5,100,0.04,-166.0,0.0,0.012628727
tile_planting_2D_L_10_p1_0.0_p2_0.6_p3_0.0_inst_1_sparse.h5,100,0.04,-156.0,0.0,0.012473527
tile_planting_2D_L_10_p1_0.0_p2_0.6_p3_0.0_inst_2_sparse.h5,100,0.04,-156.0,0.0,0.012549613
tile_planting_2D_L_10_p1_0.0_p2_0.6_p3_0.0_inst_3_sparse.h5,100,0.04,-164.0,0.0,0.019672127
tile_planting_2D_L_10_p1_0.0_p2_0.6_p3_0.0_inst_4_sparse.h5,100,0.04,-170.0,0.0,0.027567697
tile_planting_2D_L_10_p1_0.0_p2_0.6_p3_0.0_inst_5_sparse.h5,100,0.04,-164.0,0.0,0.012779462
tile_planting_2D_L_10_p1_0.0_p2_0.6_p3_0.0_inst_6_sparse.h5,100,0.04,-142.0,0.0,0.012601385
tile_planting_2D_L_10_p1_0.0_p2_0.6_p3_0.0_inst_7_sparse.h5,100,0.04,-150.0,0.0,0.01272915
tile_planting_2D_L_10_p1_0.0_p2_0.6_p3_0.0_inst_8_sparse.h5,100,0.04,-168.0,0.0,0.012550206
tile_planting_2D_L_10_p1_0.0_p2_0.6_p3_0.0_inst_9_sparse.h5,100,0.04,-160.0,0.0,0.012683038
tile_planting_2D_L_10_p1_0.0_p2_0.7_p3_0.0_inst_10_sparse.h5,100,0.04,-178.0,0.0,0.013102618
