instance,num_var,density,velox_energy,gap,runtime_velox
wishart_planting_N_100_alpha_0.01_inst_1_sparse.h5,100,0.99,-0.62846595,1.5133605327974662e-6,0.066210611
wishart_planting_N_100_alpha_0.01_inst_2_sparse.h5,100,0.99,-0.4615842,-3.474899381050676e-5,0.065957281
wishart_planting_N_100_alpha_0.01_inst_3_sparse.h5,100,0.99,-0.5365912,-1.1595108744185933e-5,0.067184495
wishart_planting_N_100_alpha_0.01_inst_4_sparse.h5,100,0.99,-0.50797474,-1.059955933282754e-5,0.125292521
wishart_planting_N_100_alpha_0.01_inst_5_sparse.h5,100,0.99,-0.54423475,-2.988693337818243e-5,0.066633036
wishart_planting_N_100_alpha_0.01_inst_6_sparse.h5,100,0.99,-0.4998306,-1.6725578970142658e-5,0.215991081
wishart_planting_N_100_alpha_0.01_inst_7_sparse.h5,100,0.99,-0.5451602,1.0327584788927812e-6,0.073847025
wishart_planting_N_100_alpha_0.01_inst_8_sparse.h5,100,0.99,-0.5028975,-1.972213605680208e-7,0.077477679
wishart_planting_N_100_alpha_0.01_inst_9_sparse.h5,100,0.99,-0.5645467,-7.845639789161078e-6,0.072340469
wishart_planting_N_100_alpha_0.01_inst_10_sparse.h5,100,0.99,-0.5926629,1.5036549324851225e-5,0.078870511
wishart_planting_N_100_alpha_0.20_inst_1_sparse.h5,100,0.99,-9.966164,0.6442006689617426,0.073951035
wishart_planting_N_100_alpha_0.20_inst_2_sparse.h5,100,0.99,-10.625951,0.8264795711172704,0.073758319
wishart_planting_N_100_alpha_0.20_inst_3_sparse.h5,100,0.99,-10.345606,0.9148452933167746,0.074594475
wishart_planting_N_100_alpha_0.20_inst_4_sparse.h5,100,0.99,-9.679049,0.5402721279315112,0.074170707
wishart_planting_N_100_alpha_0.20_inst_5_sparse.h5,100,0.99,-10.061972,0.7590967688452551,0.074902947
wishart_planting_N_100_alpha_0.20_inst_6_sparse.h5,100,0.99,-9.760351,0.8424141529613806,0.073855371
wishart_planting_N_100_alpha_0.20_inst_7_sparse.h5,100,0.99,-9.748503,0.6801810591769663,0.077989529
wishart_planting_N_100_alpha_0.20_inst_8_sparse.h5,100,0.99,-9.60514,0.6357725033105449,0.072946677
wishart_planting_N_100_alpha_0.20_inst_9_sparse.h5,100,0.99,-10.465115,0.8296239043204491,0.068807767
wishart_planting_N_100_alpha_0.20_inst_10_sparse.h5,100,0.99,-9.942402,0.56608249364896,0.073727139
wishart_planting_N_100_alpha_0.40_inst_1_sparse.h5,100,0.99,-19.7199,2.788825591742316,0.072982046
wishart_planting_N_100_alpha_0.40_inst_2_sparse.h5,100,0.99,-19.011366,2.9203510257026006,0.073319723
wishart_planting_N_100_alpha_0.40_inst_3_sparse.h5,100,0.99,-18.690615,2.7351106203813607,0.079988402
wishart_planting_N_100_alpha_0.40_inst_4_sparse.h5,100,0.99,-18.6681,2.7272421135229523,0.068126888
wishart_planting_N_100_alpha_0.40_inst_5_sparse.h5,100,0.99,-20.186302,2.628263442806837,0.07296776
wishart_planting_N_100_alpha_0.40_inst_6_sparse.h5,100,0.99,-19.74152,2.8488014218094677,0.073779512
wishart_planting_N_100_alpha_0.40_inst_7_sparse.h5,100,0.99,-19.193542,2.334062509986143,0.07289031
wishart_planting_N_100_alpha_0.40_inst_8_sparse.h5,100,0.99,-19.04179,2.5798861491805725,0.072418036
wishart_planting_N_100_alpha_0.40_inst_9_sparse.h5,100,0.99,-19.622679,2.4792156427734477,0.068907189
wishart_planting_N_100_alpha_0.40_inst_10_sparse.h5,100,0.99,-18.73002,2.99255206804949,0.078075482
wishart_planting_N_100_alpha_0.60_inst_1_sparse.h5,100,0.99,-27.895523,4.673794094714427,0.068133544
wishart_planting_N_100_alpha_0.60_inst_2_sparse.h5,100,0.99,-27.60115,5.442280733402561,0.074122402
wishart_planting_N_100_alpha_0.60_inst_3_sparse.h5,100,0.99,-27.389261,4.631329750101446,0.074160444
wishart_planting_N_100_alpha_0.60_inst_4_sparse.h5,100,0.99,-29.507582,5.486702462471992,0.070726624
wishart_planting_N_100_alpha_0.60_inst_5_sparse.h5,100,0.99,-28.037514,5.632681166449305,0.073320569
wishart_planting_N_100_alpha_0.60_inst_6_sparse.h5,100,0.99,-29.049187,5.419405842258824,0.069741627
wishart_planting_N_100_alpha_0.60_inst_7_sparse.h5,100,0.99,-28.133268,5.556318079300975,0.069694798
wishart_planting_N_100_alpha_0.60_inst_8_sparse.h5,100,0.99,-28.281116,5.359387101081716,0.067486137
wishart_planting_N_100_alpha_0.60_inst_9_sparse.h5,100,0.99,-28.122774,5.481301346551866,0.073666057
wishart_planting_N_100_alpha_0.60_inst_10_sparse.h5,100,0.99,-28.741539,5.367735966727962,0.067329653
wishart_planting_N_100_alpha_0.80_inst_1_sparse.h5,100,0.99,-41.16468,8.548694239734207e-6,0.067886987
wishart_planting_N_100_alpha_0.80_inst_2_sparse.h5,100,0.99,-39.86786,2.841418016016782e-7,0.068537891
