instance,num_var,velox_energy,cplex_energy,gap,runtime,load_time
randomIsingDWaveZephyr_5_dense_7.h5,859,-639.6773,-638.55396,-0.17592125,0.002580056,0.006084426
randomIsingDWaveZephyr_5_dense_8.h5,859,-638.5781,-636.81244,-0.2772694,0.002800906,0.006117695
randomIsingDWaveZephyr_5_dense_9.h5,859,-652.50134,-652.603,0.0155813815,0.00268099,0.005770065
randomIsingDWaveZephyr_6_dense_1.h5,1217,-913.2744,-913.3146,0.0043972945,0.00317651,0.014266616
randomIsingDWaveZephyr_6_dense_10.h5,1217,-913.6837,-905.15283,-0.9424799,0.003176406,0.011201468
randomIsingDWaveZephyr_6_dense_11.h5,1217,-921.63135,-914.7981,-0.74696827,0.003184521,0.01195527
randomIsingDWaveZephyr_6_dense_12.h5,1217,-915.6257,-909.2044,-0.7062509,0.003194446,0.011087956
randomIsingDWaveZephyr_6_dense_13.h5,1217,-881.9242,-867.4353,-1.6703138,0.007865861,0.011120728
randomIsingDWaveZephyr_6_dense_14.h5,1217,-897.457,-889.67255,-0.8749763,0.005913285,0.014521258
randomIsingDWaveZephyr_6_dense_15.h5,1217,-920.827,-909.21564,-1.2770776,0.003200401,0.011123317
randomIsingDWaveZephyr_6_dense_16.h5,1217,-904.5654,-895.45435,-1.0174817,0.003246706,0.011927464
randomIsingDWaveZephyr_6_dense_17.h5,1217,-908.68695,-905.45197,-0.3572785,0.00319919,0.011076476
randomIsingDWaveZephyr_6_dense_18.h5,1217,-893.2672,-880.6595,-1.4316233,0.003231345,0.011104121
randomIsingDWaveZephyr_6_dense_19.h5,1217,-901.81335,-891.3467,-1.1742541,0.003347234,0.01107213
randomIsingDWaveZephyr_6_dense_2.h5,1217,-940.1338,-939.6499,-0.05149649,0.003338891,0.014835001
randomIsingDWaveZephyr_6_dense_20.h5,1217,-881.9188,-867.81964,-1.6246673,0.003208024,0.011060253
randomIsingDWaveZephyr_6_dense_3.h5,1217,-908.82275,-890.7452,-2.029489,0.003230066,0.011050066
randomIsingDWaveZephyr_6_dense_4.h5,1217,-896.658,-886.8309,-1.1081198,0.004229149,0.012168152
